"","instituicao","depto","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","servico","tempodeservico","religiao","religiao.outras","contato.tema","lida.com","onde.lida.com","lida.com.outros","ps001","ps002","ps003","ps004","ps005","ps006","ps007","ps008","ps009","ps010","ps011","ps012","ps013","ps014","ps015","ps016","ps017","ps018","ps019","ps020","ps021","ps022","ps023","ps024","ps025","ps026","ps027","ps028","ps029","ps030","ps031","ps032","ps033","ps034","ps035","ps036","ps037","ps038","ps039","ps040","ps041","ps042"
"154","",NA,"Finalizadas","13 maio 2014  21:47","13 maio 2014  22:03","15 minutos 57 segundos","Sim","28","Feminino","Pós-graduação","Solteiro (a)",NA,"Graduação em Letras e especialização em História e Cultura afrobrasileira e africana.","Professor de educação básica","Professor","4 anos","Evangélica",NA,"Sim","Sim","Escola",NA,"2","2","2","4","4","2","2","2","1","2","4","4","3","4","5","2","2","4","4","4","5","4","1","5","4","2","1","4","2","1","5","5","2","5","5","3","1","4","4","1","1","2"
"155","",NA,"Finalizadas","13 maio 2014  23:02","13 maio 2014  23:18","15 minutos 38 segundos","Sim","40","Feminino","Pós-graduação","Casado (a)",NA,"Letras","Professora","Escola Pública","6","Católica",NA,"Sim","Sim","Escola",NA,"2","4","2","2","3","2","3","2","2","2","2","2","4","2","4","3","4","4","3","4","4","2","2","4","3","4","2","2","2","3","4","2","3","4","3","3","3","3","4","2","2","2"
"156","",NA,"Finalizadas","13 maio 2014  23:15","13 maio 2014  23:33","17 minutos 14 segundos","Sim","33 anos","Feminino","Pós-graduação","Casado (a)",NA,"pós graduação","professora","professora particular e tutoria","15 anos","Espírita",NA,"Não","Sim","Família",NA,"4","4","2","3","2","4","4","3","2","1","2","1","4","4","4","3","2","4","3","3","4","4","2","4","4","2","3","3","2","2","4","3","4","2","4","1","5","2","4","2","1","3"
"157","",NA,"Finalizadas","13 maio 2014  23:31","13 maio 2014  23:59","27 minutos 59 segundos","Sim","39","Feminino","Pós-graduação","Divorciado (a)",NA,"Professora","Professora da rede pública estadual","Docente","14","Católica",NA,"Não","Sim","Família",NA,"2","4","4","2","3","3","2","3","1","1","2","1","1","1","4","3","1","5","3","3","4","4","1","4","4","1","3","4","1","2","4","5","3","4","5","4","4","2","3","1","1","2"
"158","",NA,"Finalizadas","14 maio 2014  09:54","14 maio 2014  10:03","9 minutos 44 segundos","Sim","29","Feminino","Pós-graduação","Solteiro (a)",NA,"Licenciada em Geografia e pós graduada em História e Cultura Afro-brasileira e africana","Professora da rede pública estadual e tutora no CPUD","docência","4 anos","Católica",NA,"Não","Não",NA,NA,"1","4","4","1","2","1","1","1","1","1","2","2","2","4","5","2","2","1","2","4","5","4","2","5","2","2","2","2","2","2","4","4","2","4","5","4","2","3","3","2","2","2"
"159","",NA,"Finalizadas","14 maio 2014  11:20","14 maio 2014  11:26","6 minutos 29 segundos","Sim","30","Feminino","Pós-graduação","Solteiro (a)",NA,NA,"Docente","Professora da rede municipal e rede estadual","7","Católica",NA,"Sim","Sim","Escola",NA,"2","4","4","3","2","2","2","2","2","3","3","3","3","3","4","3","2","2","2","3","4","2","2","4","3","2","3","3","2","2","4","4","2","4","3","3","3","3","3","2","2","3"
"160","",NA,"Finalizadas","14 maio 2014  14:12","14 maio 2014  14:27","14 minutos 10 segundos","Sim","46","Masculino","Pós-graduação","Casado (a)",NA,"Direito","Advogado e Professor","Advogado e Professor","15","Católica",NA,"Sim","Não",NA,NA,"2","1","2","3","2","2","2","3","2","2","2","2","2","2","4","2","2","4","2","2","4","2","2","2","3","2","2","2","2","2","4","4","3","3","3","2","4","4","2","2","2","2"
"161","",NA,"Finalizadas","14 maio 2014  16:04","14 maio 2014  16:22","17 minutos 24 segundos","Sim","52","Feminino","Pós-graduação","Casado (a)","casada","Nível Superior e Pós graduação","Professora","escola","29","Católica","católica","Sim","Sim","Família","escola","3","4","4","4","4","4","4","4","2","3","2","2","2","2","5","4","3","2","2","2","5","2","4","4","4","2","2","4","2","2","4","4","2","4","4","2","4","3","4","2","2","4"
"162","",NA,"Finalizadas","14 maio 2014  16:19","14 maio 2014  16:50","30 minutos 59 segundos","Não","32","Feminino","Pós-graduação","Solteiro (a)",NA,"Pedagogia","Professora","Magistério","6 anos","Católica",NA,"Não","Sim","Escola",NA,"2","2","2","2","2","4","2","2","2","3","4","2","2","4","4","4","2","3","4","3","5","4","2","4","3","2","2","2","2","2","4","4","2","4","5","4","4","4","3","1","2","2"
"163","",NA,"Finalizadas","14 maio 2014  18:47","14 maio 2014  19:00","13 minutos 53 segundos","Sim","37","Feminino","Pós-graduação","Casado (a)",NA,"Professor de Educação Física","Professor","professor de educação básica","10","Católica",NA,"Sim","Sim","Família",NA,"1","2","2","1","2","2","2","2","4","2","4","2","2","2","5","2","2","4","2","1","4","2","2","4","2","2","2","2","1","1","4","4","2","4","5","4","4","4","2","2","2","2"
"164","",NA,"Finalizadas","14 maio 2014  20:05","14 maio 2014  20:29","24 minutos 2 segundos","Sim","27","Feminino","Pós-graduação","Casado (a)",NA,"Graduação e Mestrado em História","Professora",NA,"5","Evangélica",NA,"Não","Sim","Escola",NA,"2","2","2","2","2","2","2","2","1","2","2","1","1","4","4","2","2","2","3","2","4","1","2","4","2","2","2","2","2","2","4","4","2","4","5","3","4","4","2","1","1","1"
"165","",NA,"Finalizadas","14 maio 2014  21:32","14 maio 2014  21:52","20 minutos 12 segundos","Sim","47","Feminino","Pós-graduação","Casado (a)",NA,"Mestranda","Diretora e professora","Gestora escolar e professora","27","Católica",NA,"Não","Sim","Escola",NA,"2","3","4","1","2","2","2","2","1","1","2","3","3","1","5","2","2","3","2","3","5","1","3","4","4","1","1","1","1","1","5","5","2","4","4","3","5","5","1","1","1","2"
"166","",NA,"Finalizadas","14 maio 2014  21:51","14 maio 2014  22:03","11 minutos 31 segundos","Sim","44","Feminino","Pós-graduação","Divorciado (a)","Divorciada","Enfermeira","Enfermeira","Assistência e Educação","20","Católica","Católica","Sim","Sim","Serviços de Saúde","Serviços de saúde","2","3","4","2","2","2","2","2","2","1","2","2","2","3","4","2","1","4","2","2","4","2","3","4","2","2","2","2","2","2","4","4","3","4","4","4","2","3","2","1","2","2"
"167","",NA,"Em progresso","15 maio 2014  00:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
